482,"SUPPLY 1, U_BASE 2, SUPPLY 1, SUPPLY 1, SUPPLY 2, SUPPLY 2, SUPPLY 1, SUPPLY 2, SUPPLY 1, "
488,"SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 1, SUPPLY 2, SUPPLY 2, SUPPLY 2, SUPPLY 1, "
491,"SUPPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 1, SUPPLY 2, U_BASE 1, SUPPLY 1, SUPPLY 2, SUPPLY 1, SUPPLY 2, SUPPLY 1, SUPPLY 1, "
494,"SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 2, U_BASE 1, SUPPLY 2, SUPPLY 1, SUPPLY 1, SUPPLY 2, "
501,"SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 2, U_BASE 1, SUPPLY 1, SUPPLY 2, SUPPLY 2, SUPPLY 1, SUPPLY 2, "
501,"SUPPLY 1, U_BASE 2, SUPPLY 1, SUPPLY 2, SUPPLY 2, U_BASE 2, SUPPLY 2, SUPPLY 2, SUPPLY 1, SUPPLY 1, "
502,"SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 2, U_BASE 2, SUPPLY 2, U_BASE 2, SUPPLY 1, SUPPLY 2, SUPPLY 2, SUPPLY 2, SUPPLY 2, SUPPLY 2, SUPPLY 1, "
502,"SUPPLY 1, U_BASE 2, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 2, SUPPLY 1, SUPPLY 2, SUPPLY 2, U_BASE 1, SUPPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 2, SUPPLY 2, U_BASE 2, SUPPLY 2, SUPPLY 2, "
505,"SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 2, U_BASE 1, SUPPLY 1, SUPPLY 2, SUPPLY 2, SUPPLY 1, SUPPLY 2, SUPPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 2, SUPPLY 2, "
505,"SUPPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 2, U_BASE 2, SUPPLY 2, SUPPLY 1, U_BASE 2, SUPPLY 2, SUPPLY 2, SUPPLY 2, SUPPLY 1, SUPPLY 2, SUPPLY 1, "
