Number,Character
621,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
870,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, "
768,"SUPPLY, TEMPLE, U_BASE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
622,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, "
559,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, "
569,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
570,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
679,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_BASE, U_SPLY, "
560,"SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
742,"SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
592,"SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
540,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
760,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, "
596,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
554,"SUPPLY, SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
641,"SUPPLY, SUPPLY, TEMPLE, U_BASE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
590,"SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, "
749,"TEMPLE, SUPPLY, U_BASE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
559,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
554,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_BASE, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
721,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_BASE, U_SPLY, SUPPLY, "
555,"SUPPLY, SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
1076,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_BASE, "
547,"SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
565,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_BASE, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
1044,"SUPPLY, SUPPLY, TEMPLE, U_BASE, "
678,"SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
672,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, "
1856,"TEMPLE, SUPPLY, U_SPLY, U_BASE, "
876,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, "
665,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, "
553,"SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
611,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, "
629,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_BASE, SUPPLY, "
553,"SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, "
774,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_BASE, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, "
718,"SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, "
600,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
682,"SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
608,"U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
649,"SUPPLY, U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
633,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
652,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, "
547,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
573,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
656,"TEMPLE, SUPPLY, U_BASE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
623,"TEMPLE, SUPPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
808,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, "
830,"SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, "
595,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
550,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_BASE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
626,"SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
692,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
547,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
548,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
558,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, "
563,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_BASE, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
584,"SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, "
547,"SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
538,"SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
1285,"SUPPLY, TEMPLE, U_SPLY, "
585,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
710,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, "
783,"TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
619,"SUPPLY, U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
558,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, "
669,"SUPPLY, SUPPLY, U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, "
561,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
570,"SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
1380,"SUPPLY, U_BASE, TEMPLE, U_SPLY, "
611,"SUPPLY, SUPPLY, U_BASE, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
715,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, "
781,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
535,"SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
783,"TEMPLE, SUPPLY, SUPPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, "
807,"SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, "
575,"U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
639,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, SUPPLY, SUPPLY, "
567,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
1020,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
1380,"SUPPLY, TEMPLE, U_BASE, U_SPLY, "
595,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
877,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, "
671,"SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, SUPPLY, "
643,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
626,"SUPPLY, TEMPLE, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
715,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
588,"SUPPLY, SUPPLY, U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
587,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_BASE, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
551,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
543,"SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, "
543,"SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
570,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
596,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
627,"U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
574,"SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
634,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
639,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, "
604,"TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_BASE, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
585,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_BASE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
607,"U_BASE, SUPPLY, TEMPLE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
591,"U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
591,"SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
673,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
540,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, "
574,"SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
650,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, "
569,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, "
603,"SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
577,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, "
565,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, "
604,"SUPPLY, TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
649,"SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, "
604,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
,"U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
622,"SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
612,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, "
626,"SUPPLY, TEMPLE, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
774,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_BASE, U_SPLY, "
845,"SUPPLY, TEMPLE, SUPPLY, U_BASE, U_SPLY, U_SPLY, "
574,"SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
582,"SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
567,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
783,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
591,"U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
555,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
634,"SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, "
590,"SUPPLY, SUPPLY, U_BASE, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
668,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
574,"SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
575,"SUPPLY, U_BASE, SUPPLY, TEMPLE, U_SPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
641,"SUPPLY, U_BASE, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, "
597,"SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
659,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
959,"U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, "
569,"SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
552,"SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, "
658,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
649,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_SPLY, U_BASE, "
576,"U_BASE, SUPPLY, SUPPLY, SUPPLY, SUPPLY, SUPPLY, "
627,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, "
545,"SUPPLY, SUPPLY, SUPPLY, U_BASE, TEMPLE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
770,"SUPPLY, U_BASE, TEMPLE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
546,"U_BASE, SUPPLY, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
700,"TEMPLE, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
539,"SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
568,"SUPPLY, SUPPLY, SUPPLY, SUPPLY, TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, "
660,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
653,"SUPPLY, SUPPLY, U_BASE, SUPPLY, TEMPLE, SUPPLY, U_SPLY, "
577,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_BASE, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
609,"U_BASE, SUPPLY, TEMPLE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, "
682,"TEMPLE, SUPPLY, U_BASE, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
610,"TEMPLE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_BASE, SUPPLY, U_SPLY, U_SPLY, "
557,"SUPPLY, SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, SUPPLY, U_SPLY, U_SPLY, "
813,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, "
611,"SUPPLY, TEMPLE, U_SPLY, U_BASE, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, "
674,"SUPPLY, SUPPLY, U_BASE, SUPPLY, SUPPLY, TEMPLE, "
,"U_BASE, TEMPLE, SUPPLY, U_SPLY, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
708,"TEMPLE, SUPPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
570,"SUPPLY, TEMPLE, U_SPLY, SUPPLY, U_SPLY, U_BASE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, SUPPLY, U_SPLY, U_SPLY, "
783,"TEMPLE, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, "
,"TEMPLE, U_BASE, SUPPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, U_SPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, "
638,"U_BASE, SUPPLY, TEMPLE, U_SPLY, SUPPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, SUPPLY, U_SPLY, "
